payment_type,datetime,transaction_id,transaction_success,failure_reason
Wallet,2021-08-09 14:37:47,867649,Y,
Electronic,2021-10-18 10:31:02,493981,Y,
Wallet,2021-06-15 14:48:20,970989,Y,
Card,2021-09-13 09:56:37,23406,Y,
Card,2021-10-25 13:47:54,847293,N,CVV
Card,2021-01-07 12:59:44,645321,Y,
Wallet,2021-12-22 14:28:08,81371,Y,
Electronic,2021-12-10 12:34:01,971987,N,Authentication error
Electronic,2021-03-15 17:43:31,308591,Y,
Card,2021-12-21 14:53:12,159077,N,Insufficient funds
Card,2021-03-21 13:03:52,366360,Y,
Wallet,2021-01-14 19:42:43,406340,N,Authentication error
Wallet,2021-09-29 10:39:22,86973,N,Gateway error
Electronic,2021-12-03 16:27:32,719356,N,Gateway error
Card,2021-02-04 13:27:02,389669,Y,
Wallet,2021-09-21 19:48:15,310264,Y,
Wallet,2021-03-16 10:07:01,376465,Y,
Electronic,2021-05-11 13:05:38,287068,N,Gateway error
Card,2021-04-06 11:03:57,684274,Y,
Wallet,2021-07-16 15:40:58,615070,N,Insifficient funds
Card,2021-11-22 13:22:14,232889,N,Insufficient funds
Card,2021-12-12 14:28:18,393678,N,Insufficient funds
Wallet,2021-11-15 10:44:23,692244,Y,
Electronic,2021-11-24 15:48:47,182064,N,Authentication error
Wallet,2021-12-04 10:54:56,101500,Y,
Card,2021-09-16 20:26:23,744691,N,Insufficient funds
Card,2021-08-05 20:30:36,544791,Y,
Electronic,2021-05-23 20:21:28,88098,Y,
Wallet,2021-04-06 12:01:29,603516,Y,
Wallet,2021-08-18 17:00:41,49011,N,Gateway error
Electronic,2021-01-15 09:17:16,253905,Y,
Electronic,2021-12-21 20:20:38,186831,Y,
Card,2021-06-18 19:05:04,49016,Y,
Wallet,2021-09-03 10:57:00,998240,N,Gateway error
Card,2021-12-13 08:30:14,792394,Y,
Electronic,2021-09-02 11:36:54,95762,N,Authentication error
Wallet,2021-07-01 20:48:15,739557,N,Gateway error
Card,2021-02-24 19:00:55,632166,Y,
Electronic,2021-12-13 09:23:26,955750,Y,
Electronic,2021-10-20 11:52:45,287828,N,Authentication error
Electronic,2021-04-25 13:59:47,137954,Y,
Card,2021-08-28 13:02:04,937464,Y,
Electronic,2021-10-28 19:53:59,680487,Y,
Card,2021-11-19 12:55:00,700536,N,Insufficient funds
Electronic,2021-04-26 17:00:17,205319,N,Authentication error
Electronic,2021-05-07 09:30:45,134584,Y,
Card,2021-09-14 19:11:36,228402,N,Declined by merchant
Card,2021-05-07 15:40:48,179132,N,CVV
Card,2021-07-21 15:28:26,135142,Y,
Wallet,2021-10-26 09:06:18,607034,N,Insifficient funds
Card,2021-01-12 18:00:27,833797,N,CVV
Card,2021-10-12 15:37:50,592165,N,Declined by merchant
Wallet,2021-04-22 18:56:04,650579,N,Gateway error
Electronic,2021-07-03 11:43:39,600093,Y,
Electronic,2021-02-07 18:06:48,442277,Y,
Card,2021-06-22 10:40:09,837001,Y,
Electronic,2021-06-29 17:56:20,831117,Y,
Wallet,2021-04-22 18:20:05,706726,Y,
Electronic,2021-07-08 17:24:59,527763,Y,
Electronic,2021-10-13 11:14:52,321187,Y,
Wallet,2021-05-30 19:36:33,463457,N,Authentication error
Electronic,2021-07-29 11:21:37,205828,Y,
Wallet,2021-12-17 17:49:26,855514,N,Authentication error
Electronic,2021-12-08 11:19:21,552795,Y,
Card,2021-12-10 20:29:52,557140,Y,
Wallet,2021-06-22 11:57:37,423118,Y,
Electronic,2021-08-04 20:31:58,68522,Y,
Wallet,2021-02-27 20:27:49,630108,N,Insifficient funds
Card,2021-12-03 19:48:11,969093,N,Gateway error
Card,2021-10-17 16:40:49,511398,Y,
Electronic,2021-11-13 16:51:24,545132,Y,
Card,2021-01-01 18:20:54,569074,Y,
Electronic,2021-08-29 14:35:29,469096,N,Gateway error
Electronic,2021-07-27 15:03:42,996131,Y,
Card,2021-03-28 19:26:56,359096,N,Insufficient funds
Wallet,2021-09-04 20:56:09,439894,Y,
Card,2021-11-01 13:32:27,630924,Y,
Card,2021-04-01 11:57:45,867998,Y,
Card,2021-10-08 14:17:20,468224,Y,
Card,2021-04-02 10:17:26,625280,Y,
Wallet,2021-12-29 09:13:50,303940,N,Insifficient funds
Card,2021-03-16 14:05:01,997484,Y,
Electronic,2021-11-05 09:05:24,914475,N,Authentication error
Wallet,2021-01-19 15:05:02,168634,N,Insifficient funds
Card,2021-12-30 18:57:09,512126,Y,
Electronic,2021-09-01 10:11:01,855816,Y,
Wallet,2021-07-10 14:49:06,878687,N,Authentication error
Card,2021-08-15 09:02:28,902810,N,Insufficient funds
Electronic,2021-02-14 19:11:07,614837,Y,
Electronic,2021-01-17 09:46:30,501983,N,Gateway error
Card,2021-07-30 18:20:02,656736,Y,
Electronic,2021-11-19 15:45:25,597952,Y,
Card,2021-02-26 11:47:58,459696,N,Insufficient funds
Card,2021-03-23 09:48:15,818053,N,CVV
Wallet,2021-08-05 20:18:06,35448,N,Insifficient funds
Wallet,2021-12-01 13:25:54,398805,Y,
Electronic,2021-05-11 18:00:16,600832,Y,
Wallet,2021-07-14 17:08:59,218871,Y,
Electronic,2021-03-04 08:47:48,132179,N,Authentication error
Wallet,2021-06-30 14:28:58,550945,Y,
Electronic,2021-04-26 19:03:22,101622,Y,
Card,2021-10-12 12:28:23,666655,N,Declined by merchant
Wallet,2021-01-03 19:00:05,64751,N,Insifficient funds
Card,2021-12-19 09:41:02,588138,Y,
Electronic,2021-01-18 14:45:52,874025,Y,
Electronic,2021-03-28 16:44:38,588339,N,Gateway error
Card,2021-05-29 09:46:03,962631,Y,
Wallet,2021-01-14 12:31:42,236383,Y,
Card,2021-12-25 12:03:33,596997,N,Insufficient funds
Electronic,2021-07-19 18:14:33,204278,Y,
Electronic,2021-06-03 14:31:06,551963,Y,
Card,2021-05-06 14:20:23,717052,Y,
Electronic,2021-10-30 11:32:41,964838,Y,
Electronic,2021-10-07 16:47:49,199813,Y,
Card,2021-07-02 16:47:36,852310,Y,
Electronic,2021-12-17 17:30:42,286619,Y,
Wallet,2021-05-24 14:41:51,544741,Y,
Card,2021-08-22 17:40:28,225192,N,Gateway error
Electronic,2021-07-19 14:08:39,340406,N,Authentication error
Card,2021-05-18 13:52:04,756185,Y,
Card,2021-02-05 17:30:38,75048,Y,
Wallet,2021-03-21 19:39:38,848765,N,Authentication error
Electronic,2021-11-02 15:56:38,505199,N,Authentication error
Card,2021-03-22 11:21:14,103627,N,Gateway error
Card,2021-04-10 12:40:31,298225,N,CVV
Card,2021-02-11 18:20:04,688568,N,CVV
Card,2021-07-05 16:20:14,725518,N,Insufficient funds
Wallet,2021-04-25 18:32:11,603165,N,Insifficient funds
Wallet,2021-12-11 09:29:28,95181,N,Gateway error
Wallet,2021-02-19 11:51:19,388822,N,Insifficient funds
Electronic,2021-04-03 19:25:57,84922,N,Gateway error
Electronic,2021-11-09 14:27:50,108340,Y,
Wallet,2021-05-04 17:54:00,972942,N,Authentication error
Wallet,2021-09-12 13:32:55,375122,Y,
Card,2021-02-26 11:57:27,328169,Y,
Card,2021-07-30 18:30:53,667768,N,Declined by merchant
Wallet,2021-07-05 20:48:39,836839,Y,
Wallet,2021-04-01 14:25:19,20180,N,Authentication error
Electronic,2021-03-01 19:44:35,91527,Y,
Card,2021-04-25 12:42:14,179793,Y,
Electronic,2021-01-03 20:22:52,513625,Y,
Wallet,2021-07-02 19:17:38,653865,N,Gateway error
Electronic,2021-09-27 12:45:04,711233,Y,
Card,2021-09-11 13:03:01,51663,N,Declined by merchant
Card,2021-10-13 13:36:59,440107,N,Declined by merchant
Electronic,2021-03-10 14:09:08,466088,Y,
Electronic,2021-03-07 18:38:49,997788,Y,
Card,2021-02-06 18:54:16,211906,Y,
Wallet,2021-06-13 15:51:11,771035,Y,
Electronic,2021-02-21 10:55:22,156932,N,Authentication error
Wallet,2021-04-02 14:44:15,657828,N,Authentication error
Wallet,2021-09-18 10:02:50,252648,N,Insifficient funds
Electronic,2021-09-21 10:58:45,815149,Y,
Electronic,2021-03-24 12:51:12,914094,N,Gateway error
Electronic,2021-02-06 12:27:23,516223,N,Gateway error
Wallet,2021-03-27 19:36:50,911712,Y,
Electronic,2021-12-21 18:29:39,719279,N,Authentication error
Wallet,2021-01-12 15:12:59,840191,Y,
Card,2021-08-09 15:04:39,6693,Y,
Wallet,2021-11-17 16:07:13,215386,Y,
Electronic,2021-01-15 15:39:39,726135,N,Authentication error
Electronic,2021-05-02 11:44:32,707173,N,Authentication error
Wallet,2021-12-03 10:50:09,895416,N,Authentication error
Wallet,2021-05-22 19:31:37,937652,Y,
Wallet,2021-04-28 14:12:02,572322,Y,
Electronic,2021-10-06 13:54:18,571288,N,Authentication error
Electronic,2021-07-12 18:46:15,897588,N,Gateway error
Electronic,2021-10-15 15:30:58,490406,Y,
Electronic,2021-07-30 15:26:29,423869,N,Gateway error
Card,2021-09-19 17:32:47,441604,Y,
Wallet,2021-09-16 18:44:51,843716,N,Insifficient funds
Electronic,2021-02-08 16:58:20,172232,N,Authentication error
Card,2021-06-13 11:56:09,230611,N,Insufficient funds
Card,2021-08-11 16:02:46,750829,N,Gateway error
Wallet,2021-01-07 16:51:20,7534,Y,
Electronic,2021-03-15 09:51:19,836103,N,Gateway error
Wallet,2021-09-02 17:22:40,273382,Y,
Card,2021-11-23 13:06:39,228363,Y,
Card,2021-08-10 17:40:34,960720,N,Insufficient funds
Wallet,2021-12-20 15:02:56,364559,Y,
Card,2021-11-22 09:25:57,647357,Y,
Card,2021-08-16 09:23:44,503052,Y,
Card,2021-07-23 09:04:57,108842,N,Declined by merchant
Card,2021-11-20 16:31:07,207681,Y,
Electronic,2021-02-03 17:08:47,745348,N,Authentication error
Wallet,2021-12-22 17:16:52,66417,N,Gateway error
Wallet,2021-08-12 20:54:26,413110,N,Authentication error
Electronic,2021-12-23 10:21:19,308705,Y,
Electronic,2021-12-22 16:19:11,832322,N,Authentication error
Card,2021-06-13 13:26:10,380337,N,Insufficient funds
Electronic,2021-08-20 14:13:27,688555,N,Gateway error
Card,2021-06-26 17:13:36,25864,Y,
Wallet,2021-09-27 12:40:03,436608,Y,
Wallet,2021-12-01 19:32:28,636390,Y,
Wallet,2021-02-14 14:40:12,28169,N,Gateway error
Electronic,2021-01-27 08:41:27,718771,Y,
Wallet,2021-06-27 09:37:32,253591,N,Insifficient funds
Electronic,2021-07-08 12:08:03,446676,Y,
Electronic,2021-05-17 15:52:11,551144,N,Authentication error
Electronic,2021-08-29 14:36:07,409088,Y,
Card,2021-09-12 18:37:03,171168,Y,
Electronic,2021-09-07 08:21:39,803655,N,Gateway error
Card,2021-10-05 15:45:17,255394,N,CVV
Electronic,2021-11-18 20:23:54,742859,Y,
Electronic,2021-08-05 09:32:58,110089,N,Gateway error
Card,2021-11-29 08:45:43,381550,N,CVV
Electronic,2021-12-24 13:00:52,149609,N,Authentication error
Wallet,2021-03-20 18:27:55,406147,N,Gateway error
Wallet,2021-11-23 11:15:05,992463,N,Insifficient funds
Card,2021-04-12 15:45:02,490683,Y,
Wallet,2021-09-08 14:00:31,38774,Y,
Wallet,2021-02-20 14:43:39,78911,N,Authentication error
Electronic,2021-09-14 13:13:32,619612,N,Authentication error
Wallet,2021-01-07 14:45:13,906420,Y,
Wallet,2021-09-25 09:59:44,60019,Y,
Wallet,2021-11-12 16:17:01,213775,N,Authentication error
Wallet,2021-10-24 18:14:52,685707,Y,
Electronic,2021-10-15 13:43:59,731986,N,Gateway error
Electronic,2021-10-01 12:59:06,341880,N,Authentication error
Wallet,2021-10-12 13:46:45,381202,N,Gateway error
Wallet,2021-11-20 20:24:25,517748,N,Authentication error
Electronic,2021-10-30 16:28:30,155946,N,Gateway error
Card,2021-05-10 18:57:23,838213,Y,
Card,2021-03-18 20:05:30,55932,Y,
Wallet,2021-10-14 08:46:17,605939,N,Authentication error
Electronic,2021-02-09 18:32:10,520829,Y,
Electronic,2021-06-09 17:26:32,836606,N,Authentication error
Card,2021-09-23 16:29:45,992429,N,Gateway error
Card,2021-08-09 13:17:56,747104,N,Gateway error
Wallet,2021-07-12 10:23:32,268969,N,Insifficient funds
Wallet,2021-11-28 13:39:36,913799,N,Authentication error
Card,2021-12-30 15:55:24,292997,Y,
Wallet,2021-11-27 20:24:45,21043,Y,
Card,2021-07-06 20:43:50,531027,N,Gateway error
Electronic,2021-01-13 16:12:43,987255,Y,
Card,2021-02-17 19:40:51,981209,N,Gateway error
Wallet,2021-10-08 12:27:09,991084,N,Insifficient funds
Wallet,2021-01-16 16:46:55,595499,Y,
Wallet,2021-04-30 15:22:19,394668,Y,
Electronic,2021-01-16 14:25:12,395059,Y,
Card,2021-03-30 14:09:14,790756,N,Insufficient funds
Wallet,2021-09-14 13:25:45,622846,N,Authentication error
Wallet,2021-02-23 16:08:19,817533,N,Authentication error
Wallet,2021-01-15 13:50:35,670386,N,Authentication error
Card,2021-06-30 10:20:49,407408,N,Insufficient funds
Card,2021-04-24 18:19:42,990158,N,Insufficient funds
Electronic,2021-12-08 10:23:50,944691,Y,
Card,2021-10-17 16:47:41,388325,N,Gateway error
Electronic,2021-03-13 12:02:06,81669,N,Authentication error
Electronic,2021-10-30 20:17:23,806340,Y,
Wallet,2021-04-07 20:16:24,108238,N,Gateway error
Card,2021-04-14 11:53:49,220839,N,Declined by merchant
Card,2021-11-16 15:58:58,702375,N,Insufficient funds
Wallet,2021-12-01 19:36:21,25466,N,Gateway error
Card,2021-04-16 09:46:30,838220,N,Declined by merchant
Card,2021-02-24 16:26:30,376587,Y,
Electronic,2021-05-10 08:02:53,703159,Y,
Electronic,2021-01-23 19:09:53,380135,Y,
Wallet,2021-03-23 09:17:38,11081,Y,
Wallet,2021-01-23 09:50:46,952677,N,Insifficient funds
Card,2021-11-04 16:18:43,819832,N,CVV
Wallet,2021-09-26 09:10:45,338596,N,Gateway error
Electronic,2021-03-06 17:10:35,54834,N,Gateway error
Wallet,2021-11-18 08:27:14,13385,N,Insifficient funds
Card,2021-03-23 18:38:14,472487,N,Insufficient funds
Electronic,2021-02-19 10:12:17,340379,Y,
Wallet,2021-11-23 12:50:18,117182,Y,
Wallet,2021-11-09 13:32:22,625585,N,Insifficient funds
Electronic,2021-09-29 17:21:45,516375,N,Authentication error
Card,2021-12-08 10:27:07,406784,N,Insufficient funds
Card,2021-06-23 12:00:13,194581,Y,
Wallet,2021-09-21 19:54:32,893780,Y,
Wallet,2021-02-20 16:48:56,514645,Y,
Wallet,2021-05-07 16:22:56,885750,N,Gateway error
Card,2021-01-03 18:58:46,573360,N,Insufficient funds
Card,2021-06-09 10:20:12,525231,N,Insufficient funds
Wallet,2021-09-02 20:39:30,821855,Y,
Wallet,2021-05-17 15:09:55,605485,Y,
Card,2021-11-18 20:34:12,358530,Y,
Electronic,2021-07-03 12:37:44,885898,N,Authentication error
Electronic,2021-11-29 12:15:49,110086,N,Gateway error
Electronic,2021-12-27 14:44:15,249033,N,Authentication error
Card,2021-06-07 19:17:46,777945,N,Insufficient funds
Card,2021-01-16 13:48:15,411681,Y,
Wallet,2021-09-10 13:11:36,242666,N,Authentication error
Wallet,2021-11-28 16:03:30,590913,Y,
Electronic,2021-08-25 09:33:48,851602,N,Gateway error
Wallet,2021-07-12 20:33:16,27227,N,Authentication error
Wallet,2021-02-17 17:20:05,398486,Y,
Wallet,2021-11-09 16:53:44,561607,N,Gateway error
Wallet,2021-03-01 13:19:44,424313,N,Insifficient funds
Wallet,2021-04-05 20:34:33,12428,N,Insifficient funds
Card,2021-12-17 19:47:33,620956,Y,
Electronic,2021-04-10 12:08:14,394866,N,Gateway error
Electronic,2021-06-16 19:59:05,336850,Y,
Electronic,2021-07-14 11:46:05,864159,N,Authentication error
Wallet,2021-05-22 19:25:52,246479,N,Gateway error
Card,2021-11-09 10:47:53,694425,Y,
Wallet,2021-08-19 15:27:51,457890,Y,
Wallet,2021-01-14 14:06:06,165376,N,Insifficient funds
Wallet,2021-09-19 20:12:36,78423,N,Authentication error
Electronic,2021-02-10 20:37:24,61408,Y,
Card,2021-03-28 14:40:32,784542,Y,
Wallet,2021-05-06 09:01:45,282659,N,Authentication error
Card,2021-10-25 19:12:26,919138,N,CVV
Card,2021-01-22 19:43:43,968669,N,CVV
Electronic,2021-10-02 10:11:41,245943,Y,
Wallet,2021-02-11 11:59:23,796405,N,Insifficient funds
Wallet,2021-02-12 12:00:56,884887,Y,
Wallet,2021-09-28 15:46:49,67242,N,Insifficient funds
Electronic,2021-07-26 08:25:18,547884,N,Authentication error
Wallet,2021-01-26 16:10:33,772443,N,Gateway error
Wallet,2021-07-06 17:09:40,453441,N,Insifficient funds
Electronic,2021-06-17 08:42:19,613630,N,Authentication error
Electronic,2021-07-15 15:51:08,131913,N,Authentication error
Electronic,2021-06-21 17:56:42,663050,Y,
Wallet,2021-03-11 18:02:17,493689,Y,
Card,2021-06-21 08:06:11,482364,Y,
Electronic,2021-11-19 08:59:53,95506,N,Authentication error
Card,2021-07-29 15:50:13,585728,Y,
Card,2021-07-05 11:44:07,646841,Y,
Electronic,2021-09-29 16:44:22,800613,N,Authentication error
Card,2021-02-08 08:08:56,564665,Y,
Wallet,2021-01-14 08:29:44,838784,N,Gateway error
Electronic,2021-04-04 12:52:18,852317,N,Gateway error
Wallet,2021-01-26 18:25:39,715757,Y,
Electronic,2021-01-25 12:19:18,152427,Y,
Electronic,2021-01-22 13:50:27,572984,N,Gateway error
Wallet,2021-08-14 18:15:43,984845,Y,
Card,2021-07-26 19:26:50,845646,N,Insufficient funds
Card,2021-11-01 08:31:33,764824,N,CVV
Card,2021-11-05 14:46:01,934979,Y,
Card,2021-09-25 13:03:17,472580,Y,
Wallet,2021-02-04 12:55:30,691179,N,Insifficient funds
Electronic,2021-09-28 20:47:11,64210,N,Gateway error
Card,2021-06-19 18:40:30,774308,N,Declined by merchant
Electronic,2021-09-12 08:30:00,870738,N,Authentication error
Electronic,2021-09-09 13:03:19,6229,Y,
Card,2021-05-28 08:11:02,750940,Y,
Wallet,2021-02-16 20:13:33,965706,Y,
Card,2021-06-10 20:16:27,357916,Y,
Electronic,2021-07-23 10:32:46,488437,Y,
Electronic,2021-10-05 16:45:52,212021,N,Authentication error
Wallet,2021-07-16 14:01:55,509906,N,Gateway error
Electronic,2021-06-26 14:04:45,103870,Y,
Wallet,2021-03-03 14:42:49,44868,N,Gateway error
Card,2021-11-30 12:51:50,695623,N,CVV
Wallet,2021-10-28 19:11:48,29363,Y,
Card,2021-05-02 20:04:06,610642,Y,
Electronic,2021-01-06 11:21:59,32512,N,Gateway error
Card,2021-09-16 09:43:44,185738,N,Declined by merchant
Wallet,2021-10-25 13:44:51,359160,N,Gateway error
Wallet,2021-12-13 19:10:48,744651,N,Insifficient funds
Card,2021-02-06 18:49:17,498060,N,Declined by merchant
Card,2021-11-14 08:17:23,400496,N,CVV
Electronic,2021-01-30 08:34:07,424181,N,Authentication error
Wallet,2021-06-07 11:27:31,537589,Y,
Wallet,2021-12-28 10:15:11,868533,Y,
Card,2021-12-28 20:17:09,210627,Y,
Wallet,2021-09-29 15:45:33,33935,Y,
Electronic,2021-12-19 13:06:03,891235,Y,
Card,2021-02-28 19:10:30,519996,Y,
Electronic,2021-07-22 10:10:07,164428,N,Gateway error
Electronic,2021-07-15 19:20:07,689222,Y,
Wallet,2021-04-25 08:51:32,955166,Y,
Wallet,2021-08-07 14:24:07,36278,Y,
Wallet,2021-04-16 08:12:01,747866,Y,
Wallet,2021-08-30 17:08:15,390443,Y,
Card,2021-06-23 11:48:48,17641,Y,
Wallet,2021-11-12 09:21:57,373300,Y,
Electronic,2021-06-30 15:27:15,642657,Y,
Electronic,2021-09-24 14:06:49,191501,Y,
Wallet,2021-11-21 12:39:33,363659,N,Authentication error
Wallet,2021-07-21 13:01:46,526523,Y,
Wallet,2021-01-24 18:19:50,551697,N,Authentication error
Card,2021-06-04 08:44:14,820228,Y,
Card,2021-02-26 15:26:51,952411,Y,
Card,2021-06-30 11:32:25,227377,Y,
Wallet,2021-07-13 08:52:24,293270,Y,
Card,2021-07-24 09:23:51,188948,N,Gateway error
Wallet,2021-08-15 17:47:23,908696,Y,
Wallet,2021-11-18 19:29:31,149919,Y,
Wallet,2021-11-18 12:14:56,127131,Y,
Card,2021-04-20 20:08:12,739527,N,CVV
Electronic,2021-11-20 20:55:36,580966,N,Authentication error
Card,2021-03-08 15:22:09,309977,Y,
Wallet,2021-10-23 12:16:12,991524,Y,
Wallet,2021-08-22 15:46:59,899556,N,Insifficient funds
Electronic,2021-03-23 17:08:40,10872,Y,
Card,2021-02-18 13:20:34,286451,Y,
Card,2021-02-25 09:53:01,447649,N,Insufficient funds
Card,2021-08-26 08:56:57,496024,Y,
Card,2021-03-04 20:36:56,655292,N,CVV
Wallet,2021-09-29 13:14:49,345066,Y,
Wallet,2021-03-16 20:51:38,268288,Y,
Wallet,2021-07-25 18:21:29,630189,Y,
Wallet,2021-09-14 15:27:46,849642,N,Authentication error
Wallet,2021-10-30 13:10:51,646071,Y,
Card,2021-06-28 15:53:33,138492,Y,
Card,2021-01-18 08:21:02,785458,Y,
Electronic,2021-08-24 17:09:51,694827,N,Authentication error
Card,2021-11-23 08:30:34,686094,N,CVV
Card,2021-12-29 10:20:48,654622,N,Insufficient funds
Electronic,2021-04-02 19:20:01,809656,N,Authentication error
Electronic,2021-03-09 08:50:07,53023,N,Authentication error
Wallet,2021-07-29 10:11:45,761521,Y,
Wallet,2021-11-26 11:25:02,8445,Y,
Electronic,2021-10-21 16:30:34,676293,N,Authentication error
Wallet,2021-05-30 19:58:39,819768,Y,
Wallet,2021-09-14 12:55:08,797364,N,Gateway error
Electronic,2021-07-17 12:57:13,162756,Y,
Electronic,2021-11-01 09:15:09,429066,Y,
Wallet,2021-10-26 08:01:07,392830,Y,
Card,2021-09-07 12:06:04,180811,N,Declined by merchant
Wallet,2021-06-09 09:32:59,856195,Y,
Card,2021-10-18 20:17:51,497614,N,Insufficient funds
Card,2021-08-03 13:48:59,992838,N,Gateway error
Card,2021-08-05 18:47:02,171109,N,CVV
Wallet,2021-02-16 10:48:53,108799,Y,
Card,2021-02-18 08:57:53,530118,N,Insufficient funds
Electronic,2021-10-05 10:40:54,718286,Y,
Card,2021-12-04 08:22:13,533635,Y,
Wallet,2021-03-14 20:39:54,121065,Y,
Electronic,2021-07-14 19:38:34,356588,Y,
Card,2021-09-20 14:28:28,959915,Y,
Wallet,2021-07-24 09:06:06,907912,Y,
Electronic,2021-10-02 14:13:10,52718,N,Gateway error
Card,2021-02-08 19:56:29,791667,N,CVV
Wallet,2021-05-05 11:18:27,659257,Y,
Wallet,2021-06-06 10:14:50,776344,N,Authentication error
Card,2021-11-30 11:16:28,442642,Y,
Wallet,2021-04-02 20:43:29,312801,N,Authentication error
Wallet,2021-09-04 17:25:32,50988,N,Gateway error
Card,2021-12-06 09:03:12,305509,Y,
Wallet,2021-10-16 19:15:24,512607,Y,
Wallet,2021-12-21 16:59:39,869855,N,Authentication error
Wallet,2021-05-03 09:03:13,770541,Y,
Electronic,2021-06-03 12:31:57,722380,N,Gateway error
Card,2021-12-16 13:56:30,39771,Y,
Wallet,2021-07-24 10:53:12,599430,N,Insifficient funds
Electronic,2021-03-13 14:11:01,757280,N,Gateway error
Card,2021-01-28 14:30:57,299304,N,CVV
Wallet,2021-05-13 20:42:25,665157,N,Authentication error
Electronic,2021-12-20 18:10:32,966909,N,Authentication error
Electronic,2021-04-17 20:35:58,952926,Y,
Wallet,2021-04-22 18:45:02,312445,Y,
Wallet,2021-09-04 19:59:28,518841,N,Insifficient funds
Wallet,2021-01-07 19:20:21,952485,Y,
Card,2021-04-26 14:00:36,922224,N,CVV
Electronic,2021-03-12 14:10:44,66652,Y,
Electronic,2021-06-12 18:10:18,443144,N,Gateway error
Wallet,2021-01-08 20:32:20,633181,N,Gateway error
Wallet,2021-06-09 11:14:44,764215,Y,
Electronic,2021-02-05 14:50:31,37815,N,Authentication error
Electronic,2021-09-27 13:56:17,315613,N,Gateway error
Card,2021-12-04 13:15:23,914364,N,Insufficient funds
Wallet,2021-09-24 11:45:16,30807,N,Authentication error
Electronic,2021-01-15 08:48:27,437616,Y,
Card,2021-08-05 15:21:48,255818,N,Gateway error
Card,2021-12-22 09:20:16,231435,Y,
Electronic,2021-07-02 14:52:48,278834,Y,
Card,2021-03-01 11:53:34,297003,Y,
Wallet,2021-09-01 10:12:59,375829,Y,
Card,2021-12-19 13:29:26,284406,N,Declined by merchant
Card,2021-05-21 20:56:26,85683,N,Insufficient funds
Electronic,2021-11-27 16:18:08,553605,N,Authentication error
Wallet,2021-02-17 16:50:41,659079,N,Authentication error
Electronic,2021-08-23 11:17:35,566387,N,Authentication error
Electronic,2021-10-28 16:16:16,123838,Y,
Electronic,2021-11-14 19:23:33,411486,N,Authentication error
Wallet,2021-12-24 09:15:09,308723,N,Gateway error
Wallet,2021-11-19 09:50:27,453751,Y,
Card,2021-07-26 08:17:55,671012,Y,
Wallet,2021-04-18 14:32:26,73830,N,Authentication error
Card,2021-03-09 09:26:34,680719,N,Declined by merchant
Wallet,2021-05-27 14:21:02,398220,Y,
Electronic,2021-06-08 15:37:58,828910,Y,
Card,2021-10-23 20:02:56,891544,Y,
Wallet,2021-12-23 14:48:38,309567,N,Authentication error
Wallet,2021-09-30 14:18:48,783129,Y,
Electronic,2021-03-12 18:59:19,915086,Y,
Card,2021-08-18 13:08:14,280765,Y,
Electronic,2021-01-01 09:27:38,828198,N,Gateway error
Card,2021-04-03 12:11:20,427140,N,Insufficient funds
Wallet,2021-05-10 10:04:47,477559,N,Gateway error
Card,2021-12-12 09:59:55,497980,N,CVV
Wallet,2021-04-10 09:16:13,293182,N,Insifficient funds
Wallet,2021-12-04 10:02:16,715677,Y,
Card,2021-11-19 08:53:04,724832,N,CVV
Electronic,2021-04-22 12:00:40,356073,Y,
Wallet,2021-11-21 20:32:16,682395,N,Gateway error
Electronic,2021-02-14 16:46:28,330034,N,Authentication error
Card,2021-07-24 09:58:19,923687,Y,
Wallet,2021-01-28 09:53:23,196747,N,Insifficient funds
Wallet,2021-03-15 19:03:30,508766,N,Authentication error
Electronic,2021-05-16 08:32:46,120393,Y,
Wallet,2021-12-30 08:59:30,621712,N,Insifficient funds
Card,2021-08-04 09:20:33,573447,N,Insufficient funds
Electronic,2021-01-12 10:10:10,347726,N,Gateway error
Wallet,2021-01-12 20:51:12,376447,Y,
Card,2021-02-21 18:55:11,299970,Y,
Wallet,2021-01-19 19:39:47,818193,N,Insifficient funds
Wallet,2021-07-15 14:39:52,943967,N,Gateway error
Card,2021-12-26 20:50:22,994502,N,Gateway error
Wallet,2021-06-18 16:12:00,8686,Y,
Wallet,2021-06-27 14:31:31,317371,Y,
Card,2021-08-02 10:12:09,405429,Y,
Wallet,2021-12-22 13:13:05,412003,Y,
Electronic,2021-12-06 12:35:54,980219,Y,
Card,2021-01-15 15:51:12,715230,N,Insufficient funds
Electronic,2021-05-02 09:34:26,570687,N,Gateway error
Electronic,2021-04-22 11:14:02,53500,Y,
Card,2021-12-02 15:12:14,441527,N,Declined by merchant
Electronic,2021-09-19 17:14:41,55841,N,Authentication error
Electronic,2021-03-24 19:26:34,859852,N,Gateway error
Wallet,2021-09-25 15:02:45,602919,N,Gateway error
Electronic,2021-01-09 19:20:58,856180,N,Gateway error
Card,2021-06-21 19:53:40,913447,Y,
Card,2021-03-29 13:46:25,591140,N,Declined by merchant
Wallet,2021-10-10 18:28:56,466223,N,Insifficient funds
Wallet,2021-05-05 15:21:49,759097,N,Authentication error
Electronic,2021-04-06 10:55:43,144103,N,Authentication error
Card,2021-04-25 10:01:18,609743,Y,
Card,2021-08-24 13:04:09,571558,Y,
Wallet,2021-04-02 08:46:38,367451,Y,
