id, payment type, payment trans id, payment trans success, failure reason
6420, Card, 67269, N, Invalid zip code
6421, Internet Banking, 68429, N, Account locked
6422, Internet Banking, 87803, Y, 
6423, Electronic, 46059, Y, 
6424, Card, 15013, Y, 
6425, Electronic, 66750, Y, 
6426, Gift card, 66004, N, Insufficent funds
6427, Cash, 75563, Y, 
6428, Cash, 81165, N, Insufficent funds
6429, Cash, 59602, Y, 
6430, Gift card, 12488, N, Insufficent funds
6431, Cash, 13105, Y, 
6432, Internet Banking, 83119, N, Account locked
6433, Electronic, 66300, Y, 
6434, Cash, 32158, Y, 
6435, Card, 21701, Y, 
6436, Electronic, 80249, Y, 
6437, Gift card, 62651, N, Insufficent funds
6438, Gift card, 96502, Y, 
6439, Card, 67617, N, Invalid zip code
6440, Cash, 35228, Y, 
6441, Gift card, 69136, Y, 
6442, Electronic, 73950, Y, 
6443, Electronic, 93018, N, Account locked
6444, Cash, 83546, Y, 
6445, Internet Banking, 47190, Y, 
6446, Card, 20102, Y, 
6447, Card, 60571, N, Invalid card number
6448, Card, 64599, Y, 
6449, Cash, 40712, Y, 
6450, Gift card, 36382, Y, 
6451, Cash, 57658, N, Insufficent funds
6452, Card, 70875, Y, 
6453, Electronic, 21412, Y, 
6454, Internet Banking, 60318, Y, 
6455, Internet Banking, 77668, Y, 
6456, Electronic, 44758, Y, 
6457, Electronic, 29889, Y, 
6458, Card, 53161, Y, 
6459, Card, 14540, Y, 
6460, Internet Banking, 35718, Y, 
6461, Gift card, 72942, Y, 
6462, Electronic, 19089, N, Account locked
6463, Card, 65381, Y, 
6464, Card, 55184, N, Invalid card number
6465, Cash, 39589, Y, 
6466, Electronic, 91534, Y, 
6467, Gift card, 70231, N, Insufficent funds
6468, Gift card, 48410, Y, 
6469, Gift card, 71995, N, Insufficent funds
6470, Electronic, 63944, Y, 
6471, Electronic, 81914, Y, 
6472, Card, 84991, Y, 
6473, Card, 35653, N, Invalid CVV
6474, Internet Banking, 43102, Y, 
6475, Electronic, 66407, Y, 
6476, Gift card, 85173, Y, 
6477, Internet Banking, 24407, Y, 
6478, Internet Banking, 61272, Y, 
6479, Gift card, 92568, Y, 
6480, Electronic, 83777, Y, 
6481, Electronic, 27224, N, Account locked
6482, Internet Banking, 50220, Y, 
6483, Card, 99179, Y, 
6484, Card, 78675, Y, 
6485, Cash, 89642, Y, 
6486, Gift card, 59878, N, Insufficent funds
6487, Electronic, 79763, Y, 
6488, Card, 72012, Y, 
6489, Cash, 57834, Y, 
6490, Internet Banking, 57073, Y, 
6491, Gift card, 13993, Y, 
6492, Card, 43051, Y, 
6493, Gift card, 93054, Y, 
6494, Gift card, 87203, Y, 
6495, Gift card, 78057, Y, 
6496, Gift card, 69710, N, Insufficent funds
6497, Card, 33470, N, Invalid CVV
6498, Gift card, 49713, Y, 
6499, Cash, 67599, Y, 
6500, Internet Banking, 84587, Y, 
6501, Cash, 53870, Y, 
6502, Gift card, 76981, N, Insufficent funds
6503, Electronic, 78088, Y, 
6504, Electronic, 42304, Y, 
6505, Gift card, 81046, Y, 
6506, Internet Banking, 18642, Y, 
6507, Gift card, 69659, Y, 
6508, Electronic, 55204, Y, 
6509, Gift card, 38480, Y, 
6510, Electronic, 88540, Y, 
6511, Internet Banking, 92487, N, Account locked
6512, Cash, 17492, N, Insufficent funds
6513, Card, 94799, Y, 
6514, Cash, 57702, N, Insufficent funds
6515, Electronic, 21863, N, Account locked
6516, Cash, 41694, Y, 
6517, Card, 87396, Y, 
6518, Cash, 74889, N, Insufficent funds
6519, Electronic, 38521, Y, 
6520, Electronic, 75322, Y, 
6521, Gift card, 51668, Y, 
6522, Electronic, 22546, Y, 
6523, Internet Banking, 68335, Y, 
6524, Card, 75948, Y, 
6525, Electronic, 70923, N, Account locked
6526, Cash, 46235, N, Insufficent funds
6527, Gift card, 17291, Y, 
6528, Internet Banking, 92156, Y, 
6529, Electronic, 72351, Y, 
6530, Gift card, 94438, Y, 
6531, Cash, 11332, Y, 
6532, Internet Banking, 37585, Y, 
6533, Card, 25863, Y, 
6534, Internet Banking, 68982, Y, 
6535, Card, 46628, Y, 
6536, Internet Banking, 59200, Y, 
6537, Internet Banking, 80773, Y, 
6538, Electronic, 84198, Y, 
6539, Cash, 88966, Y, 
6540, Gift card, 28174, Y, 
6541, Cash, 96406, Y, 
6542, Gift card, 94765, Y, 
6543, Internet Banking, 49483, Y, 
6544, Internet Banking, 90642, Y, 
6545, Electronic, 11798, Y, 
6546, Internet Banking, 21602, Y, 
6547, Electronic, 38469, N, Account locked
6548, Cash, 65087, Y, 
6549, Gift card, 99443, Y, 
6550, Card, 95078, N, Invalid zip code
6551, Gift card, 47687, Y, 
6552, Electronic, 15263, Y, 
6553, Card, 21833, Y, 
6554, Internet Banking, 93634, N, Account locked
6555, Gift card, 30324, Y, 
6556, Cash, 19685, Y, 
6557, Internet Banking, 13733, Y, 
6558, Electronic, 87826, Y, 
6559, Cash, 27298, Y, 
6560, Internet Banking, 87583, Y, 
6561, Gift card, 42295, N, Insufficent funds
6562, Electronic, 92548, Y, 
6563, Electronic, 56031, N, Account locked
6564, Card, 58952, Y, 
6565, Internet Banking, 66837, Y, 
6566, Internet Banking, 18505, N, Account locked
6567, Card, 37643, Y, 
6568, Card, 89060, Y, 
6569, Cash, 38963, Y, 
6570, Gift card, 79001, Y, 
6571, Card, 67973, Y, 
6572, Electronic, 18991, Y, 
6573, Cash, 94072, Y, 
6574, Electronic, 11511, Y, 
6575, Gift card, 93272, N, Insufficent funds
6576, Internet Banking, 31036, Y, 
6577, Cash, 61789, Y, 
6578, Card, 22883, Y, 
6579, Internet Banking, 35974, Y, 
6580, Cash, 31595, Y, 
6581, Card, 36668, N, Invalid zip code
6582, Internet Banking, 35949, Y, 
6583, Gift card, 71166, Y, 
6584, Card, 87681, N, Invalid CVV
6585, Electronic, 71474, Y, 
6586, Gift card, 95230, Y, 
6587, Cash, 40888, Y, 
6588, Electronic, 29581, Y, 
6589, Gift card, 85952, Y, 
6590, Gift card, 66874, Y, 
6591, Card, 24314, Y, 
6592, Internet Banking, 71263, Y, 
6593, Card, 59897, Y, 
6594, Internet Banking, 20696, Y, 
6595, Internet Banking, 76125, Y, 
6596, Internet Banking, 75108, N, Account locked
6597, Internet Banking, 42552, N, Account locked
6598, Electronic, 54472, Y, 
6599, Card, 58616, Y, 
6600, Gift card, 75550, N, Insufficent funds
6601, Internet Banking, 78104, N, Account locked
6602, Gift card, 69459, Y, 
6603, Internet Banking, 89150, Y, 
6604, Electronic, 56125, Y, 
6605, Gift card, 38633, Y, 
6606, Internet Banking, 87794, Y, 
6607, Electronic, 78580, Y, 
6608, Card, 69991, N, Invalid card number
6609, Internet Banking, 49347, Y, 
6610, Card, 25700, Y, 
6611, Electronic, 10171, Y, 
6612, Cash, 20904, N, Insufficent funds
6613, Card, 92107, Y, 
6614, Card, 97342, Y, 
6615, Internet Banking, 43847, N, Account locked
6616, Gift card, 34158, Y, 
6617, Electronic, 69561, Y, 
6618, Cash, 34577, Y, 
6619, Internet Banking, 68091, Y, 
6620, Cash, 82154, N, Insufficent funds
6621, Card, 47468, Y, 
6622, Cash, 69143, Y, 
6623, Gift card, 25520, Y, 
6624, Cash, 89440, Y, 
6625, Card, 79542, Y, 
6626, Electronic, 12266, Y, 
6627, Electronic, 23785, Y, 
6628, Internet Banking, 28896, Y, 
6629, Electronic, 99983, N, Account locked
6630, Internet Banking, 86080, Y, 
6631, Internet Banking, 46604, Y, 
6632, Card, 60779, Y, 
6633, Internet Banking, 44380, Y, 
6634, Internet Banking, 13669, N, Account locked
6635, Card, 66324, Y, 
6636, Electronic, 33340, N, Account locked
6637, Card, 19925, Y, 
6638, Card, 64115, Y, 
6639, Cash, 58559, Y, 
6640, Cash, 95200, Y, 
6641, Cash, 46812, N, Insufficent funds
6642, Cash, 48782, N, Insufficent funds
6643, Internet Banking, 83953, Y, 
6644, Electronic, 77027, N, Account locked
6645, Gift card, 75420, Y, 
6646, Electronic, 59999, Y, 
6647, Card, 19280, Y, 
6648, Card, 35823, N, Invalid zip code
6649, Gift card, 27382, Y, 
6650, Electronic, 50988, Y, 
6651, Internet Banking, 95145, N, Account locked
6652, Gift card, 38273, N, Insufficent funds
6653, Electronic, 57111, Y, 
6654, Card, 21713, Y, 
6655, Card, 82969, N, Invalid CVV
6656, Gift card, 31499, Y, 
6657, Card, 24458, Y, 
6658, Cash, 23698, N, Insufficent funds
6659, Gift card, 24793, Y, 
6660, Internet Banking, 75427, Y, 
6661, Internet Banking, 73455, N, Account locked
6662, Internet Banking, 22280, Y, 
6663, Cash, 31580, Y, 
6664, Internet Banking, 35927, Y, 
6665, Cash, 75515, Y, 
6666, Internet Banking, 36698, Y, 
6667, Electronic, 85654, Y, 
6668, Electronic, 58015, Y, 
6669, Card, 47244, N, Invalid zip code
6670, Card, 25756, Y, 
6671, Card, 75521, Y, 
6672, Cash, 62324, Y, 
6673, Cash, 53504, N, Insufficent funds
6674, Cash, 43755, N, Insufficent funds
6675, Gift card, 90968, Y, 
6676, Cash, 55875, Y, 
6677, Cash, 34453, Y, 
6678, Cash, 31287, N, Insufficent funds
6679, Card, 79132, Y, 
6680, Cash, 76292, Y, 
6681, Internet Banking, 14476, Y, 
6682, Card, 62970, Y, 
6683, Card, 65449, N, Invalid card number
6684, Card, 24797, Y, 
6685, Card, 13980, Y, 
6686, Card, 13639, Y, 
6687, Cash, 36645, N, Insufficent funds
6688, Electronic, 37488, N, Account locked
6689, Electronic, 32926, N, Account locked
6690, Electronic, 29539, Y, 
6691, Cash, 27188, Y, 
6692, Cash, 58822, N, Insufficent funds
6693, Card, 45875, Y, 
6694, Card, 16631, Y, 
6695, Cash, 71531, Y, 
6696, Internet Banking, 55837, Y, 
6697, Internet Banking, 61858, Y, 
6698, Electronic, 81539, Y, 
6699, Electronic, 54317, N, Account locked
6700, Gift card, 27126, Y, 
6701, Internet Banking, 75248, N, Account locked
6702, Electronic, 79941, N, Account locked
6703, Internet Banking, 75413, Y, 
6704, Cash, 41181, Y, 
6705, Internet Banking, 23317, Y, 
6706, Card, 12058, Y, 
6707, Card, 17309, Y, 
6708, Card, 95691, N, Invalid zip code
6709, Cash, 83067, Y, 
6710, Card, 18916, Y, 
6711, Internet Banking, 70457, Y, 
6712, Cash, 17932, N, Insufficent funds
6713, Cash, 43655, Y, 
6714, Card, 28255, N, Invalid card number
6715, Cash, 17280, N, Insufficent funds
6716, Electronic, 97038, N, Account locked
6717, Electronic, 87521, Y, 
6718, Card, 91551, N, Invalid CVV
6719, Cash, 51603, N, Insufficent funds
6720, Internet Banking, 51797, Y, 
6721, Internet Banking, 83232, Y, 
6722, Gift card, 81651, Y, 
6723, Card, 97032, Y, 
6724, Cash, 60874, Y, 
6725, Cash, 60599, Y, 
6726, Cash, 79696, Y, 
6727, Internet Banking, 57058, Y, 
6728, Electronic, 75081, Y, 
6729, Internet Banking, 46998, Y, 
6730, Card, 86489, Y, 
6731, Internet Banking, 37871, Y, 
6732, Electronic, 45423, Y, 
6733, Cash, 21849, Y, 
6734, Card, 31891, Y, 
6735, Card, 33689, Y, 
6736, Cash, 73810, Y, 
6737, Cash, 16347, Y, 
6738, Card, 96002, Y, 
6739, Electronic, 70582, N, Account locked
6740, Cash, 45156, Y, 
6741, Cash, 13115, Y, 
6742, Gift card, 79880, Y, 
6743, Card, 97116, N, Invalid CVV
6744, Electronic, 99590, Y, 
6745, Gift card, 69966, Y, 
6746, Gift card, 94584, Y, 
6747, Cash, 64232, Y, 
6748, Card, 35043, Y, 
6749, Cash, 74175, Y, 
6750, Cash, 16880, Y, 
6751, Cash, 17298, N, Insufficent funds
6752, Gift card, 23106, Y, 
6753, Card, 82341, Y, 
6754, Cash, 55549, N, Insufficent funds
6755, Card, 17226, Y, 
6756, Internet Banking, 28467, Y, 
6757, Gift card, 23762, Y, 
6758, Electronic, 12901, Y, 
6759, Internet Banking, 15416, N, Account locked
6760, Card, 85855, N, Invalid zip code
6761, Electronic, 56959, N, Account locked
6762, Gift card, 75514, N, Insufficent funds
6763, Internet Banking, 82174, N, Account locked
6764, Internet Banking, 35252, Y, 
6765, Card, 81658, Y, 
6766, Internet Banking, 17727, Y, 
6767, Card, 68410, Y, 
6768, Gift card, 65535, N, Insufficent funds
6769, Gift card, 90539, Y, 
6770, Cash, 68650, Y, 
6771, Card, 74411, Y, 
6772, Card, 49552, Y, 
6773, Cash, 51677, Y, 
6774, Internet Banking, 32677, Y, 
6775, Gift card, 60591, Y, 
6776, Cash, 91224, Y, 
6777, Card, 52137, N, Invalid zip code
6778, Internet Banking, 68330, N, Account locked
6779, Internet Banking, 17434, Y, 
6780, Card, 35326, Y, 
6781, Gift card, 50599, N, Insufficent funds
6782, Gift card, 19443, Y, 
6783, Card, 51899, Y, 
6784, Cash, 32642, Y, 
6785, Card, 46643, Y, 
6786, Cash, 69879, Y, 
6787, Gift card, 76829, Y, 
6788, Card, 39916, Y, 
6789, Cash, 63160, N, Insufficent funds
6790, Gift card, 28502, Y, 
6791, Gift card, 70051, N, Insufficent funds
6792, Electronic, 73604, N, Account locked
6793, Gift card, 21784, Y, 
6794, Card, 45877, Y, 
6795, Cash, 81979, N, Insufficent funds
6796, Internet Banking, 78232, Y, 
6797, Internet Banking, 46718, Y, 
6798, Cash, 96000, N, Insufficent funds
6799, Card, 83454, N, Invalid zip code
6800, Internet Banking, 19848, Y, 
6801, Cash, 99214, Y, 
6802, Cash, 54277, Y, 
6803, Internet Banking, 33385, N, Account locked
6804, Internet Banking, 55447, Y, 
6805, Gift card, 64856, N, Insufficent funds
6806, Internet Banking, 66138, N, Account locked
6807, Internet Banking, 60610, N, Account locked
6808, Card, 92880, Y, 
6809, Internet Banking, 44829, N, Account locked
6810, Card, 24182, Y, 
6811, Gift card, 25396, Y, 
6812, Electronic, 47194, N, Account locked
6813, Gift card, 69416, Y, 
6814, Gift card, 89419, Y, 
6815, Cash, 84869, N, Insufficent funds
6816, Internet Banking, 21204, N, Account locked
6817, Electronic, 58261, N, Account locked
6818, Electronic, 43026, N, Account locked
6819, Internet Banking, 63768, Y, 
6820, Internet Banking, 12303, Y, 
6821, Internet Banking, 99089, Y, 
6822, Cash, 63087, N, Insufficent funds
6823, Card, 18668, Y, 
6824, Electronic, 37616, Y, 
6825, Internet Banking, 18913, N, Account locked
6826, Gift card, 65553, Y, 
6827, Gift card, 53513, N, Insufficent funds
6828, Cash, 73612, N, Insufficent funds
6829, Card, 39989, Y, 
6830, Internet Banking, 23482, Y, 
6831, Gift card, 25577, Y, 
6832, Electronic, 47288, N, Account locked
6833, Electronic, 39382, Y, 
6834, Gift card, 72082, N, Insufficent funds
6835, Electronic, 35911, N, Account locked
6836, Cash, 41389, Y, 
6837, Card, 32014, N, Invalid CVV
6838, Card, 38780, N, Invalid CVV
6839, Internet Banking, 50164, N, Account locked
6840, Gift card, 64683, Y, 
6841, Gift card, 37765, Y, 
6842, Internet Banking, 85050, Y, 
6843, Card, 14947, Y, 
6844, Cash, 57963, Y, 
6845, Internet Banking, 22634, N, Account locked
6846, Card, 11682, Y, 
6847, Card, 12988, Y, 
6848, Electronic, 77028, Y, 
6849, Internet Banking, 54329, Y, 
6850, Gift card, 78652, N, Insufficent funds
6851, Internet Banking, 76952, N, Account locked
6852, Card, 76473, Y, 
6853, Card, 28777, N, Invalid card number
6854, Electronic, 89625, Y, 
6855, Card, 33980, N, Invalid CVV
6856, Cash, 55540, Y, 
6857, Cash, 97484, Y, 
6858, Cash, 90976, Y, 
6859, Cash, 88360, N, Insufficent funds
6860, Internet Banking, 54775, Y, 
6861, Gift card, 89128, Y, 
6862, Card, 68679, Y, 
6863, Cash, 88065, Y, 
6864, Card, 62415, Y, 
6865, Electronic, 91489, Y, 
6866, Internet Banking, 57734, Y, 
6867, Internet Banking, 14706, Y, 
6868, Electronic, 41939, Y, 
6869, Electronic, 87354, N, Account locked
6870, Internet Banking, 48534, Y, 
6871, Gift card, 43060, Y, 
6872, Internet Banking, 41554, N, Account locked
6873, Card, 13084, Y, 
6874, Card, 19403, Y, 
6875, Cash, 81084, N, Insufficent funds
6876, Cash, 36215, Y, 
6877, Card, 93321, Y, 
6878, Gift card, 21302, N, Insufficent funds
6879, Internet Banking, 18664, Y, 
6880, Cash, 16472, Y, 
6881, Electronic, 26704, Y, 
6882, Gift card, 97703, Y, 
6883, Internet Banking, 86864, Y, 
6884, Internet Banking, 24271, Y, 
6885, Card, 71326, Y, 
6886, Card, 59616, Y, 
6887, Cash, 72022, Y, 
6888, Electronic, 92807, Y, 
6889, Gift card, 67368, Y, 
6890, Electronic, 64691, Y, 
6891, Card, 59781, Y, 
6892, Gift card, 31573, N, Insufficent funds
6893, Electronic, 14538, N, Account locked
6894, Cash, 69086, N, Insufficent funds
6895, Cash, 73959, Y, 
6896, Cash, 54793, N, Insufficent funds
6897, Cash, 66217, N, Insufficent funds
6898, Internet Banking, 83506, Y, 
6899, Cash, 35022, Y, 
6900, Cash, 84900, Y, 
6901, Gift card, 95523, Y, 
6902, Electronic, 23681, Y, 
6903, Gift card, 24226, N, Insufficent funds
6904, Card, 25546, N, Invalid CVV
6905, Card, 70201, Y, 
6906, Electronic, 72517, Y, 
6907, Electronic, 30550, Y, 
6908, Internet Banking, 25639, Y, 
6909, Electronic, 57519, Y, 
6910, Gift card, 78953, Y, 
6911, Electronic, 50908, Y, 
6912, Gift card, 49453, Y, 
6913, Card, 31050, N, Invalid zip code
6914, Electronic, 17199, Y, 
6915, Electronic, 80859, Y, 
6916, Electronic, 99518, Y, 
6917, Card, 41916, Y, 
6918, Card, 14489, Y, 
6919, Cash, 36974, Y, 
6920, Cash, 72338, Y, 
6921, Card, 71181, Y, 
6922, Card, 66207, N, Invalid CVV
6923, Gift card, 46518, N, Insufficent funds
6924, Card, 22004, Y, 
6925, Card, 55569, Y, 
6926, Gift card, 33562, Y, 
6927, Electronic, 32623, N, Account locked
6928, Electronic, 51838, Y, 
6929, Card, 66312, N, Invalid card number
6930, Internet Banking, 42906, Y, 
6931, Gift card, 15041, Y, 
6932, Gift card, 83696, Y, 
6933, Card, 40568, Y, 
6934, Cash, 98677, Y, 
6935, Gift card, 84781, N, Insufficent funds
6936, Cash, 84729, Y, 
6937, Card, 83444, N, Invalid card number
6938, Electronic, 52892, N, Account locked
6939, Gift card, 51118, Y, 
6940, Cash, 87564, N, Insufficent funds
6941, Card, 70138, Y, 
6942, Gift card, 32826, N, Insufficent funds
6943, Card, 53437, Y, 
6944, Cash, 28920, N, Insufficent funds
6945, Internet Banking, 84342, Y, 
6946, Card, 50123, Y, 
6947, Card, 22283, Y, 
6948, Electronic, 34902, Y, 
6949, Card, 79165, Y, 
6950, Cash, 86260, N, Insufficent funds
6951, Electronic, 52447, N, Account locked
6952, Cash, 60640, Y, 
6953, Card, 26754, Y, 
6954, Cash, 40730, Y, 
6955, Internet Banking, 35367, Y, 
6956, Electronic, 27663, Y, 
6957, Electronic, 70198, Y, 
6958, Gift card, 17404, N, Insufficent funds
6959, Gift card, 60057, Y, 
6960, Cash, 80649, N, Insufficent funds
6961, Internet Banking, 18662, N, Account locked
6962, Gift card, 20504, N, Insufficent funds
6963, Electronic, 22429, N, Account locked
6964, Electronic, 94415, Y, 
6965, Cash, 36027, Y, 
6966, Gift card, 45317, N, Insufficent funds
6967, Cash, 50284, Y, 
6968, Electronic, 15037, N, Account locked
6969, Card, 19815, Y, 
6970, Card, 81704, N, Invalid CVV
6971, Card, 83082, Y, 
6972, Gift card, 55872, N, Insufficent funds
6973, Electronic, 71566, Y, 
6974, Gift card, 18330, Y, 
6975, Card, 42098, Y, 
6976, Cash, 52616, N, Insufficent funds
6977, Gift card, 56923, Y, 
6978, Internet Banking, 99622, Y, 
6979, Electronic, 47152, Y, 
6980, Gift card, 51366, Y, 
6981, Internet Banking, 20610, Y, 
6982, Electronic, 93860, Y, 
6983, Cash, 21944, Y, 
6984, Electronic, 20091, Y, 
6985, Gift card, 12642, Y, 
6986, Card, 77452, N, Invalid card number
6987, Card, 29484, Y, 
6988, Cash, 41073, Y, 
6989, Cash, 93046, N, Insufficent funds
6990, Cash, 17528, Y, 
6991, Card, 96341, N, Invalid CVV
6992, Electronic, 63209, Y, 
6993, Electronic, 40315, Y, 
6994, Internet Banking, 42410, N, Account locked
6995, Card, 23530, Y, 
6996, Internet Banking, 78591, N, Account locked
6997, Internet Banking, 10095, Y, 
6998, Gift card, 13741, N, Insufficent funds
6999, Card, 59701, N, Invalid CVV
7000, Gift card, 85131, Y, 
7001, Card, 25352, N, Invalid card number
7002, Gift card, 71372, Y, 
7003, Gift card, 88838, Y, 
7004, Card, 64130, Y, 
7005, Gift card, 72773, Y, 
7006, Gift card, 56206, Y, 
7007, Electronic, 29717, Y, 
7008, Cash, 14749, Y, 
7009, Electronic, 13462, N, Account locked
7010, Internet Banking, 76848, Y, 
7011, Card, 80742, N, Invalid CVV
7012, Electronic, 90024, Y, 
7013, Electronic, 76866, Y, 
7014, Internet Banking, 38050, Y, 
7015, Card, 97651, Y, 
7016, Gift card, 84154, Y, 
7017, Cash, 70080, Y, 
7018, Card, 60677, Y, 
7019, Gift card, 88085, N, Insufficent funds
7020, Card, 31530, Y, 
7021, Gift card, 31324, Y, 
7022, Gift card, 68472, Y, 
7023, Card, 29470, Y, 
7024, Card, 44546, N, Invalid CVV
7025, Electronic, 63663, Y, 
7026, Electronic, 25975, Y, 
7027, Cash, 89250, Y, 
7028, Internet Banking, 21077, Y, 
7029, Internet Banking, 17739, Y, 
7030, Card, 73286, Y, 
7031, Card, 56825, Y, 
7032, Electronic, 15405, N, Account locked
7033, Electronic, 60791, Y, 
7034, Internet Banking, 54459, Y, 
7035, Card, 45117, Y, 
7036, Card, 24236, Y, 
7037, Gift card, 52279, Y, 
7038, Electronic, 27543, N, Account locked
7039, Cash, 96863, Y, 
7040, Internet Banking, 86979, N, Account locked
7041, Internet Banking, 92716, Y, 
7042, Electronic, 82370, N, Account locked
7043, Electronic, 98539, N, Account locked
7044, Internet Banking, 35137, N, Account locked
7045, Internet Banking, 91029, Y, 
7046, Internet Banking, 76488, Y, 
7047, Cash, 87442, Y, 
7048, Cash, 30626, Y, 
7049, Electronic, 44598, Y, 
7050, Card, 99658, Y, 
7051, Gift card, 69432, Y, 
7052, Cash, 96113, N, Insufficent funds
7053, Cash, 86077, Y, 
7054, Electronic, 42706, Y, 
7055, Internet Banking, 70114, Y, 
7056, Electronic, 79786, Y, 
7057, Internet Banking, 39688, N, Account locked
7058, Electronic, 33919, Y, 
7059, Cash, 92916, N, Insufficent funds
7060, Cash, 25409, N, Insufficent funds
7061, Cash, 81491, Y, 
7062, Electronic, 39990, Y, 
7063, Internet Banking, 85234, N, Account locked
7064, Gift card, 15828, Y, 
7065, Electronic, 47406, Y, 
7066, Cash, 11136, Y, 
7067, Electronic, 54108, N, Account locked
7068, Gift card, 46309, N, Insufficent funds
7069, Electronic, 14979, N, Account locked
7070, Cash, 13338, N, Insufficent funds
7071, Electronic, 94274, N, Account locked
7072, Cash, 96095, Y, 
7073, Electronic, 69107, Y, 
7074, Card, 54970, Y, 
7075, Cash, 47872, Y, 
7076, Electronic, 16017, Y, 
7077, Gift card, 43898, Y, 
7078, Internet Banking, 40085, N, Account locked
7079, Card, 63770, Y, 
7080, Card, 52167, N, Invalid card number
7081, Internet Banking, 55210, Y, 
7082, Gift card, 85935, N, Insufficent funds
7083, Card, 91699, Y, 
7084, Internet Banking, 62514, Y, 
7085, Card, 57561, N, Invalid CVV
7086, Gift card, 62546, Y, 
7087, Cash, 56499, Y, 
7088, Internet Banking, 20069, N, Account locked
7089, Internet Banking, 57211, Y, 
7090, Cash, 16535, Y, 
7091, Card, 63316, Y, 
7092, Card, 71541, Y, 
7093, Electronic, 99724, Y, 
7094, Card, 77512, Y, 
7095, Card, 85449, Y, 
7096, Electronic, 41153, N, Account locked
7097, Cash, 27502, Y, 
7098, Internet Banking, 94408, Y, 
7099, Cash, 10808, N, Insufficent funds
7100, Electronic, 29398, N, Account locked
7101, Gift card, 17542, N, Insufficent funds
7102, Cash, 84314, Y, 
7103, Internet Banking, 95572, Y, 
7104, Electronic, 31178, N, Account locked
7105, Cash, 32218, N, Insufficent funds
7106, Gift card, 58120, Y, 
7107, Internet Banking, 27270, Y, 
7108, Cash, 89845, Y, 
7109, Electronic, 54796, Y, 
7110, Electronic, 34214, N, Account locked
7111, Electronic, 48990, Y, 
7112, Electronic, 67277, N, Account locked
7113, Internet Banking, 71142, Y, 
7114, Card, 91693, N, Invalid zip code
7115, Cash, 57775, Y, 
7116, Gift card, 52955, Y, 
7117, Cash, 75109, Y, 
7118, Internet Banking, 41009, Y, 
7119, Internet Banking, 91959, Y, 
7120, Card, 60952, Y, 
7121, Card, 34609, Y, 
7122, Gift card, 63288, Y, 
7123, Internet Banking, 24228, N, Account locked
7124, Cash, 44011, Y, 
7125, Cash, 16159, Y, 
7126, Card, 14188, Y, 
7127, Electronic, 52541, Y, 
7128, Internet Banking, 50239, Y, 
7129, Electronic, 54385, N, Account locked
7130, Electronic, 33323, Y, 
7131, Cash, 45809, N, Insufficent funds
7132, Internet Banking, 77839, N, Account locked
7133, Electronic, 76518, N, Account locked
7134, Electronic, 61675, N, Account locked
7135, Internet Banking, 15818, Y, 
7136, Gift card, 74749, N, Insufficent funds
7137, Card, 82442, Y, 
7138, Gift card, 54193, N, Insufficent funds
7139, Electronic, 87097, Y, 
7140, Gift card, 46481, Y, 
7141, Gift card, 30516, Y, 
7142, Card, 85330, N, Invalid card number
7143, Card, 25637, Y, 
7144, Electronic, 31939, Y, 
7145, Cash, 10210, Y, 
7146, Electronic, 18726, Y, 
7147, Cash, 58891, Y, 
7148, Electronic, 23075, Y, 
7149, Cash, 88913, N, Insufficent funds
7150, Card, 93656, Y, 
7151, Electronic, 31164, Y, 
7152, Internet Banking, 64573, N, Account locked
7153, Card, 54059, Y, 
7154, Gift card, 69062, Y, 
7155, Electronic, 31491, N, Account locked
7156, Internet Banking, 94355, Y, 
7157, Electronic, 55603, Y, 
7158, Internet Banking, 20402, Y, 
7159, Card, 79199, Y, 
7160, Cash, 86215, Y, 
7161, Gift card, 24890, N, Insufficent funds
7162, Gift card, 82654, Y, 
7163, Internet Banking, 20703, Y, 
7164, Internet Banking, 58279, Y, 
7165, Internet Banking, 63300, Y, 
7166, Cash, 62999, N, Insufficent funds
7167, Cash, 91656, Y, 
7168, Electronic, 47501, Y, 
7169, Internet Banking, 42679, Y, 
7170, Card, 70279, Y, 
7171, Electronic, 51570, Y, 
7172, Cash, 93152, N, Insufficent funds
7173, Gift card, 18210, Y, 
7174, Card, 82690, Y, 
7175, Gift card, 31586, N, Insufficent funds
7176, Internet Banking, 67502, Y, 
7177, Electronic, 72314, Y, 
7178, Card, 91797, Y, 
7179, Gift card, 51185, Y, 
7180, Cash, 92347, Y, 
7181, Cash, 51928, N, Insufficent funds
7182, Gift card, 55587, Y, 
7183, Electronic, 47503, Y, 
7184, Internet Banking, 14669, Y, 
7185, Cash, 68914, Y, 
7186, Card, 30472, Y, 
7187, Electronic, 39951, Y, 
7188, Cash, 74886, Y, 
7189, Internet Banking, 97694, Y, 
7190, Gift card, 64817, Y, 
7191, Cash, 93990, Y, 
7192, Gift card, 82082, N, Insufficent funds
7193, Cash, 53374, Y, 
7194, Cash, 79210, Y, 
7195, Cash, 22958, Y, 
7196, Gift card, 92036, Y, 
7197, Gift card, 12324, N, Insufficent funds
7198, Card, 98904, N, Invalid CVV
7199, Internet Banking, 29574, Y, 
7200, Card, 51202, Y, 
7201, Gift card, 25507, Y, 
7202, Internet Banking, 29836, Y, 
7203, Electronic, 58664, Y, 
7204, Gift card, 59692, Y, 
